Date,Open,Close,Volume
2023-05-09,12883.404862327277,12882.112936025285,4663
2023-05-10,12982.397911019045,12984.68259713495,1215
2023-05-11,13079.296584156913,13080.10494922244,1338
2023-05-12,13179.433710106525,13177.877840875035,2799
2023-05-13,13277.309102679073,13277.023594661949,3708
2023-05-14,13378.256287540344,13376.942860160267,4152
2023-05-15,13476.417439071876,13474.343239475429,2750
2023-05-16,13579.517307881912,13580.906574203209,2508
2023-05-17,13677.950801297238,13680.814926257943,3421
2023-05-18,13777.306678264827,13775.2088269041,4023
2023-05-19,13878.933712699567,13879.778166554603,1709
2023-05-20,13976.471984066698,13975.496020213015,2223
2023-05-21,14076.926903935906,14076.196215860258,4608
2023-05-22,14179.541189444471,14178.652598558114,3513
2023-05-23,14276.326222975349,14275.030236820829,2112
2023-05-24,14376.695490692413,14376.76827313433,2291
2023-05-25,14477.21525628091,14475.968831106293,4726
2023-05-26,14578.778902024464,14579.184587263133,4642
2023-05-27,14676.305000602708,14676.229643438533,4993
2023-05-28,14773.66408737654,14773.30566530624,1488
2023-05-29,14874.707970507772,14873.34662501471,4948
2023-05-30,14975.301939854238,14974.436782858385,2561
2023-05-31,15075.80292555493,15076.93601239367,1046
2023-06-01,15176.495821973924,15177.24719775536,4359
2023-06-02,15275.135772530766,15273.669439663568,1777
2023-06-03,15375.600279925087,15375.749278383231,2039
2023-06-04,15476.186424871685,15477.313505556742,1710
2023-06-05,15574.757722035632,15572.25361411395,1400
2023-06-06,15678.489271057922,15679.304311346492,4990
2023-06-07,15779.436936899747,15778.443001261328,2817
2023-06-08,15877.05432990534,15877.91022790823,4028
2023-06-09,15978.367437122608,15977.222548387794,4157
2023-06-10,16076.418073782153,16073.710750631157,1249
2023-06-11,16177.992242989638,16175.550929332812,1390
2023-06-12,16280.309434147654,16280.381561567645,4853
2023-06-13,16378.66806951095,16379.057653263531,1334
2023-06-14,16480.59482176944,16479.238346831782,1628
2023-06-15,16581.42038362331,16582.378272311475,4590
2023-06-16,16683.0645039433,16680.572223849897,1136
2023-06-17,16786.85808990861,16786.758970210638,3930
2023-06-18,16886.3673136766,16884.550789376957,3735
2023-06-19,16984.859841347887,16983.882087186183,4911
2023-06-20,17083.080812488635,17083.15191049561,2521
2023-06-21,17181.449191918706,17180.15857187078,1826
2023-06-22,17281.294988499878,17280.718155183535,1726
2023-06-23,17381.977292449512,17383.48673166333,2500
2023-06-24,17482.530674048172,17481.66533624389,3641
2023-06-25,17584.185040546243,17585.43857871434,4294
2023-06-26,17684.211044329997,17682.51648404801,1989
2023-06-27,17787.118112484313,17787.912818751185,3419
2023-06-28,17886.588798817837,17888.751151748824,1934
2023-06-29,17992.029137151017,17988.321670400826,4042
2023-06-30,18093.28047184655,18092.085128963343,1401
2023-07-01,18191.566156733716,18192.431764924488,2466
2023-07-02,18289.424371737594,18289.11980365853,4561
2023-07-03,18390.389316568082,18390.94603537814,1614
2023-07-04,18489.942390997432,18489.03641321736,2296
2023-07-05,18591.370391985616,18591.500276666826,4597
2023-07-06,18692.316867234764,18692.083351381676,2182
2023-07-07,18792.17120940945,18793.92288250194,4223
2023-07-08,18890.477621973314,18890.859253238265,4042
2023-07-09,18987.447927523943,18987.954331517056,3667
2023-07-10,19086.554897619808,19085.937082170625,3235
2023-07-11,19188.267695208455,19187.536285872346,4884
2023-07-12,19288.695882696717,19288.047045414987,2121
2023-07-13,19386.20440513929,19386.79608335286,1130
2023-07-14,19486.550766990993,19485.91929026976,3852
2023-07-15,19587.32140175045,19587.756064035795,2194
2023-07-16,19685.553686878047,19688.666788076014,3983
2023-07-17,19785.861137089938,19787.167824145086,4033
2023-07-18,19885.97755452683,19885.48851922858,1182
2023-07-19,19983.69161393117,19985.493434814416,4030
2023-07-20,20084.407188651865,20083.795075592334,1363
2023-07-21,20185.5287577046,20182.471570901835,1038
2023-07-22,20287.69486019095,20286.182730724573,4598
2023-07-23,20389.80246429502,20386.99627641348,4959
2023-07-24,20487.047125559104,20486.51985533304,3544
2023-07-25,20585.171475479274,20585.199103048057,4587
2023-07-26,20686.20154601369,20688.716201982104,2372
2023-07-27,20787.229117915515,20787.71950897616,4029
2023-07-28,20888.259213288125,20887.930562494912,1920
2023-07-29,20995.964676269436,20997.20878464121,4468
2023-07-30,21097.10645729082,21093.78975432731,3769
2023-07-31,21199.377588571184,21199.731010408348,4232
2023-08-01,21301.28559209817,21302.441889889,1015
2023-08-02,21402.588374600782,21400.370495232113,1492
2023-08-03,21501.957836111502,21503.67346717631,2449
2023-08-04,21603.475774552488,21603.98351916373,2131
2023-08-05,21701.930124123413,21701.307192252563,3941
2023-08-06,21801.456486909934,21802.405659709093,4521
2023-08-07,21900.485759814277,21903.891799100984,1310
2023-08-08,22000.64950809305,22000.922307475637,1738
2023-08-09,22105.278825226396,22105.651156105847,4241
2023-08-10,22201.544294841213,22200.855253491904,1545
2023-08-11,22302.91681522196,22301.642048667763,3461
2023-08-12,22399.69138347958,22400.936887204396,1250
2023-08-13,22498.747519748,22497.463394009137,1758
2023-08-14,22600.925420941938,22601.032770297767,2804
2023-08-15,22701.05398098013,22700.33749480998,4212
2023-08-16,22798.898491424272,22799.61696116289,2297
2023-08-17,22897.467884005753,22897.968377163685,4487
2023-08-18,22998.827079503622,23000.38338942001,2631
2023-08-19,23097.36634624019,23096.60132164191,4810
2023-08-20,23197.799263419354,23197.394451016415,2914
2023-08-21,23297.890407099163,23296.42226152549,4110
2023-08-22,23396.58720640395,23395.920766513835,1813
2023-08-23,23500.8750945826,23501.441045322168,1028
2023-08-24,23602.142932627237,23603.278415552206,1957
2023-08-25,23698.092647453923,23696.709399467658,3032
2023-08-26,23798.46555608346,23799.76996496362,1476
2023-08-27,23897.141983153924,23899.175439942133,1317
2023-08-28,23998.846849823516,23999.467002178353,1244
2023-08-29,24097.26180834665,24100.07700206549,1747
2023-08-30,24197.03233546372,24195.871651665064,1696
2023-08-31,24298.04231002168,24296.175327966714,1271
2023-09-01,24399.77382041002,24397.105740036663,4511
2023-09-02,24497.37322759591,24499.61729406314,2771
2023-09-03,24596.704225124227,24597.68577360876,2262
2023-09-04,24695.754334501904,24695.67095749554,3424
2023-09-05,24794.447676036758,24794.867628976237,1265
2023-09-06,24897.97858451732,24896.290350946372,3973
2023-09-07,24998.788547939243,25002.45717590867,1920
2023-09-08,25096.26678003057,25096.460611803534,4430
2023-09-09,25198.10250392468,25198.266596116588,1339
2023-09-10,25302.346816318706,25303.435466254556,1388
2023-09-11,25404.411746839807,25405.133260687413,3624
2023-09-12,25501.3730069079,25501.708832944318,4760
2023-09-13,25600.404538762166,25599.218827079,3050
2023-09-14,25702.93836106054,25703.645563596245,4500
2023-09-15,25801.523022129302,25804.346058874016,2165
2023-09-16,25902.410660985595,25904.428791054826,1375
2023-09-17,26003.959929092453,26006.349709032413,4741
2023-09-18,26102.106068149296,26101.339244634648,3033
2023-09-19,26201.98701743717,26200.502610206782,3371
2023-09-20,26295.504482757035,26295.315802376885,1145
2023-09-21,26393.455707474364,26393.539294842798,2981
2023-09-22,26492.95057117158,26494.591858449287,1292
2023-09-23,26590.45500480765,26587.916307863077,4736
2023-09-24,26693.719827415513,26696.014152894702,1431
2023-09-25,26790.85954465959,26790.62253281172,1704
2023-09-26,26889.979455686196,26889.339134081274,3996
2023-09-27,26990.240936840768,26988.722780277876,2998
2023-09-28,27093.1234834189,27090.641198411104,3632
2023-09-29,27190.25175911654,27191.486514992484,1398
2023-09-30,27292.57808662085,27292.688063571633,3864
2023-10-01,27392.59855274289,27390.663611393276,4960
2023-10-02,27490.635535440793,27488.692917282697,4415
2023-10-03,27591.55974238932,27591.056065340385,1963
2023-10-04,27691.957861780465,27694.4613940684,4211
2023-10-05,27790.757428026147,27790.368040999103,3234
2023-10-06,27890.897032196128,27888.64231776645,3041
2023-10-07,27990.126405002404,27989.757790406275,2828
2023-10-08,28090.353439692906,28089.944354338284,3108
2023-10-09,28191.67770104195,28187.632371077536,1938
2023-10-10,28294.84973467424,28294.768292374465,4451
2023-10-11,28392.374103676586,28392.027701881274,1709
2023-10-12,28496.640170425897,28497.68447997312,1806
2023-10-13,28592.735994826853,28595.50942896927,2463
2023-10-14,28692.432424636783,28694.122272181106,4390
2023-10-15,28793.60905904975,28793.20572601392,2325
2023-10-16,28894.171042785223,28892.51125392211,4415
2023-10-17,28992.92564374558,28996.785683450456,1010
2023-10-18,29092.509399244867,29092.59822689589,2085
2023-10-19,29191.52339737555,29191.544291313417,2868
2023-10-20,29290.34466786166,29290.308480230997,3273
2023-10-21,29392.043872055703,29392.340999196855,4224
2023-10-22,29492.757903027632,29492.541362409745,4782
2023-10-23,29591.372083837112,29590.51159082679,3611
2023-10-24,29693.171283587977,29692.350995176115,1771
2023-10-25,29793.78588262973,29793.736752724406,2594
2023-10-26,29895.41160686741,29894.59646971071,2607
2023-10-27,29996.670864551255,29995.60159587724,4731
2023-10-28,30095.01287452941,30095.172519870946,4932
2023-10-29,30193.892512449016,30193.510046622883,4646
2023-10-30,30295.387099659263,30297.643089142137,2333
2023-10-31,30396.60784019013,30392.63138547754,1884
2023-11-01,30496.5660370022,30498.203297280084,4314
2023-11-02,30596.800691768818,30598.669819557563,4564
2023-11-03,30699.356021560394,30696.24593621178,2389
2023-11-04,30798.172878782723,30797.6588473916,4401
2023-11-05,30899.267073545063,30898.709912246068,4178
2023-11-06,30998.862688240195,30996.751420698118,1225
2023-11-07,31098.42732583374,31097.260600802354,1824
2023-11-08,31200.624879537718,31198.95901576952,3265
2023-11-09,31302.275712235692,31304.904117900827,1936
2023-11-10,31403.902731507693,31405.306249097415,3800
2023-11-11,31506.513689122003,31508.421021764494,3553
2023-11-12,31606.55569680527,31607.638204901334,3306
2023-11-13,31707.91960274786,31706.226025091037,2911
2023-11-14,31807.299069234676,31806.512288835256,4845
2023-11-15,31907.94740193965,31908.681463781493,4588
2023-11-16,32007.687115830915,32005.85392411758,2796
2023-11-17,32107.8811077609,32108.950605406157,1053
2023-11-18,32209.071421811772,32208.710933714534,4118
2023-11-19,32307.434980445305,32306.872749233982,1726
2023-11-20,32411.619754996675,32412.68619494898,3736
2023-11-21,32509.607720233675,32510.274115200904,2544
2023-11-22,32607.179343008098,32606.63789375937,4170
2023-11-23,32709.4955647551,32711.234559460147,2043
2023-11-24,32811.07889014303,32809.45729515163,2913
2023-11-25,32912.327129777135,32913.25103318755,2776
2023-11-26,33013.58382079566,33014.473472682614,2596
2023-11-27,33113.55932724997,33113.095007591,2914
2023-11-28,33211.764818507,33212.25401804036,4561
2023-11-29,33311.916427623386,33310.039757258804,3466
2023-11-30,33410.56210420036,33411.94814472917,3737
2023-12-01,33512.5123436672,33512.23499046254,1849
2023-12-02,33612.218228904196,33611.434144373416,3109
2023-12-03,33710.567234510614,33712.14074834937,4216
2023-12-04,33809.92446282731,33808.867947291496,3263
2023-12-05,33910.75032573586,33908.63763379132,1002
2023-12-06,34009.62287663025,34007.287932869964,1159
2023-12-07,34107.97843583912,34108.88745076614,4810
2023-12-08,34208.4658102621,34206.54516623336,1780
2023-12-09,34308.95574340432,34311.5879346773,4191
2023-12-10,34407.94185705358,34404.818962941754,1892
2023-12-11,34506.99978044234,34509.544464994775,3030
2023-12-12,34607.46388031705,34607.78040651786,4160
2023-12-13,34704.56771163406,34704.42264196625,3376
2023-12-14,34801.75278408531,34800.93540545509,1579
2023-12-15,34900.3158956428,34900.91459981433,2933
2023-12-16,34999.889001339376,34999.83254928574,2380
2023-12-17,35100.510816470574,35102.1657692936,4681
2023-12-18,35203.461528904474,35203.63287037747,2290
2023-12-19,35305.17684815088,35305.40230079307,2640
2023-12-20,35404.85697109095,35404.31155277263,1951
2023-12-21,35504.81893867515,35504.73352023956,4394
2023-12-22,35602.81387994587,35603.275582599206,3682
2023-12-23,35702.77685367388,35700.2116010849,1987
2023-12-24,35802.19953639604,35800.17725826288,4612
2023-12-25,35902.844973516716,35903.95986965775,4720
2023-12-26,36001.19051162961,36001.4468097868,2218
2023-12-27,36102.22920465809,36101.95322965356,1920
2023-12-28,36205.2946824841,36205.322333383694,3785
2023-12-29,36305.07716218718,36305.59853474522,2355
2023-12-30,36405.88058563138,36405.070946110915,1169
2023-12-31,36507.2608736148,36506.0934165267,1520
